Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
Renault KWID RXT Optional,Renault,Mumbai,2016,16000,Petrol,Manual,First,799,53.3,5,25.17,2.99
Maruti Alto 800 2016-2019 VXI,Maruti,Kolkata,2016,31006,Petrol,Manual,First,796,47.3,5,24.7,2.61
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Delhi,2013,91200,Diesel,Manual,First,2494,100,8,12.99,8.25
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Pune,2015,43000,Petrol,Automatic,First,1794,138.1,5,14.53,12.5
Ford Figo 2015-2019 1.5D Titanium Plus MT,Ford,Hyderabad,2015,45000,Diesel,Manual,First,1498,99,5,25.83,5.5
Honda Brio S MT,Honda,Coimbatore,2014,28637,Petrol,Manual,First,1198,86.8,5,19.4,5.53
Ford Ikon 1.6 ZXI NXt,Ford,Pune,2004,69870,Petrol,Manual,Second,1597,92,5,14.2,1.1
Mahindra Scorpio 2009-2014 LX 2WD 7S,Mahindra,Mumbai,2014,84000,Diesel,Manual,First,2179,120,7,12.05,6.85
Mercedes-Benz S-Class 320 L,MercedesBenz,Coimbatore,2007,84143,Petrol,Manual,First,2987,210,5,13,17.09
Mahindra Scorpio SLE BSIV,Mahindra,Delhi,2012,77000,Diesel,Manual,Second,2179,120,8,12.05,4.93
Land Rover Freelander 2 SE,Land,Ahmedabad,2012,75000,Diesel,Automatic,Second,2179,147.51,5,12.39,17.5
Chevrolet Beat LS,Chevrolet,Delhi,2011,76155,Petrol,Manual,First,1199,79.4,5,18.6,1.95
Maruti Swift ZDi,Maruti,Bangalore,2014,98000,Diesel,Manual,First,1248,74,5,22.9,6.1
Toyota Corolla H2,Toyota,Mumbai,2008,48233,Petrol,Manual,Second,1794,125,5,13.4,1.8
Audi Q5 3.0 TDI Quattro,Audi,Bangalore,2015,63000,Diesel,Automatic,First,2967,241.4,5,13.22,34.5
Hyundai EON Era Plus,Hyundai,Coimbatore,2015,34063,Petrol,Manual,First,814,55.2,5,21.1,4.01
Honda Amaze S Petrol,Honda,Kolkata,2013,32576,Petrol,Manual,First,1199,88.76,5,19.5,3.15
Ford Figo Aspire 1.5 Ti-VCT Titanium,Ford,Mumbai,2015,28843,Petrol,Automatic,First,1499,110.5,5,17.01,5.49
Renault Duster 110PS Diesel RxL AMT,Renault,Bangalore,2016,26000,Diesel,Automatic,Second,1461,108.45,5,19.6,10
Honda City V AT,Honda,Kolkata,2013,39000,Petrol,Automatic,First,1497,116.3,5,15.6,4.55
Maruti Alto LXi,Maruti,Mumbai,2010,66000,Petrol,Manual,First,796,46.3,5,19.7,1.5
Hyundai i10 Magna 1.2,Hyundai,Kolkata,2011,38002,Petrol,Manual,First,1197,78.9,5,20.36,2.15
Chevrolet Spark 1.0 LS,Chevrolet,Chennai,2010,49000,Petrol,Manual,Second,995,62,5,18,1.4
Skoda Rapid 1.5 TDI Ambition Plus,Skoda,Bangalore,2014,52000,Diesel,Manual,First,1498,103.6,5,21.14,6.2
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Mumbai,2013,56500,Diesel,Automatic,First,1968,174.33,5,17.68,19.8
Honda Jazz 1.2 V i VTEC,Honda,Mumbai,2015,20568,Petrol,Manual,First,1199,88.7,5,18.7,5.6
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Mumbai,2015,26000,Petrol,Manual,First,1591,121.3,5,15.29,9.5
Chevrolet Beat LS,Chevrolet,Delhi,2012,56000,Petrol,Manual,First,1199,79.4,5,18.6,2.21
Datsun redi-GO T Option,Datsun,Coimbatore,2017,27509,Petrol,Manual,First,799,53.64,5,22.7,3.31
Hyundai Xcent 1.2 Kappa S Option,Hyundai,Kochi,2016,36216,Petrol,Manual,First,1197,81.86,5,19.1,5.44
Mercedes-Benz E-Class 230 E AT,MercedesBenz,Kolkata,2009,28888,Petrol,Automatic,First,2496,157.7,5,10,7.56
Maruti Swift ZDi,Maruti,Jaipur,2011,120000,Diesel,Manual,Second,1248,74,5,22.9,3.2
Maruti Celerio ZXI,Maruti,Kochi,2018,31396,Petrol,Manual,First,998,67.04,5,23.1,5.53
Skoda Octavia Elegance 2.0 TDI AT,Skoda,Hyderabad,2015,79000,Diesel,Automatic,First,1968,141,5,19.3,17
Honda City 1.5 V AT,Honda,Delhi,2010,62000,Petrol,Automatic,First,1497,118,5,16.8,3.55
Honda Accord V6 AT,Honda,Chennai,2006,120000,Petrol,Automatic,Second,2997,218,5,9,2.65
Skoda Superb Style 1.8 TSI AT,Skoda,Mumbai,2016,53000,Petrol,Automatic,First,1798,177.46,5,14.67,17.85
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Coimbatore,2010,124313,Diesel,Manual,First,2494,100.6,8,12.99,7.96
Maruti Celerio VXI AT,Maruti,Pune,2015,26725,Petrol,Automatic,First,998,67.04,5,23.1,4.25
Maruti Ertiga VDI,Maruti,Kolkata,2014,45617,Diesel,Manual,First,1248,88.76,7,20.77,5.85
Mercedes-Benz A Class A180 CDI,MercedesBenz,Mumbai,2013,37000,Diesel,Automatic,First,2143,107.3,5,20,13
Mahindra Xylo E2,Mahindra,Kochi,2010,109147,Diesel,Manual,First,2498,112,8,14,2.65
Honda Amaze E i-Dtech,Honda,Ahmedabad,2014,59000,Diesel,Manual,First,1498,98.6,5,25.8,4.75
Renault KWID RXT,Renault,Pune,2015,28000,Petrol,Manual,First,799,53.3,5,25.17,2.65
Renault KWID RXT,Renault,Pune,2017,4700,Petrol,Manual,First,799,53.3,5,25.17,3
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,2014,72469,Diesel,Automatic,First,2967,241.4,7,12.07,32.52
Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,Pune,2014,57539,Diesel,Automatic,First,1582,126.32,5,22.32,7.75
Toyota Innova Crysta 2.8 ZX AT,Toyota,Delhi,2016,42000,Diesel,Automatic,First,2755,171.5,7,11.36,19.6
Hyundai i20 Sportz Option,Hyundai,Delhi,2010,62489,Petrol,Manual,First,1197,80,5,17,2.6
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Mumbai,2013,51167,Petrol,Manual,First,1198,73.9,5,16.47,3.76
Volkswagen Vento Diesel Trendline,Volkswagen,Chennai,2012,130000,Diesel,Manual,First,1598,103.6,5,20.54,4.75
Honda City ZX GXi,Honda,Mumbai,2007,63000,Petrol,Manual,Second,1497,78,5,17.7,1.75
Hyundai Verna Transform Xxi ABS,Hyundai,Bangalore,2011,60000,Petrol,Manual,First,1599,103.2,5,16.2,3.95
Hyundai Accent GLE,Hyundai,Pune,2005,123200,Petrol,Manual,Second,1495,94,5,13.2,1
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Jaipur,2011,115692,Diesel,Automatic,First,1968,138.1,5,20,4.5
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,MercedesBenz,Coimbatore,2011,87073,Petrol,Automatic,First,2497,204,5,10.93,17.23
Hyundai i20 Sportz 1.2,Hyundai,Kochi,2015,40901,Petrol,Manual,First,1197,81.83,5,18.6,5.76
Hyundai i10 Magna 1.2,Hyundai,Coimbatore,2013,36264,Petrol,Manual,First,1197,78.9,5,20.36,4.32
Hyundai i10 Magna 1.1L,Hyundai,Delhi,2009,60000,Petrol,Manual,Second,1086,68.05,5,19.81,1.9
Volkswagen Ameo 1.2 MPI Anniversary Edition,Volkswagen,Pune,2018,20000,Petrol,Manual,First,1198,74,5,17,5.5
Toyota Camry 2.5 G,Toyota,Mumbai,2014,68400,Petrol,Automatic,First,2494,178.4,5,12.98,13.5
Mahindra XUV500 W8 2WD,Mahindra,Bangalore,2013,71231,Diesel,Manual,Second,2179,140,7,16,9.75
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Hyderabad,2011,75000,Diesel,Automatic,First,1968,138.1,5,17.2,9.44
Maruti Wagon R VXI AMT,Maruti,Mumbai,2018,1997,Petrol,Automatic,First,998,67,5,22.5,4.45
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Pune,2016,47300,Diesel,Manual,First,1248,88.5,5,24.3,8.85
Hyundai Santro Xing GL,Hyundai,Delhi,2012,61449,Petrol,Manual,First,1086,62,5,0,2.15
Volkswagen Vento Diesel Comfortline,Volkswagen,Kochi,2013,47910,Diesel,Manual,First,1598,103.6,5,20.54,4.89
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,2015,62000,Diesel,Manual,First,1498,88.8,5,20.14,6.25
Maruti Swift ZDi,Maruti,Chennai,2012,65060,Diesel,Manual,First,1248,74,5,22.9,4.8
Hyundai i10 Era 1.1,Hyundai,Jaipur,2008,82203,Petrol,Manual,First,1086,68.05,5,19.81,1.8
Mahindra XUV500 W8 2WD,Mahindra,Kolkata,2013,44000,Diesel,Manual,First,2179,140,7,16,7.25
Maruti Ertiga VDI,Maruti,Coimbatore,2014,53817,Diesel,Manual,First,1248,88.5,7,25.47,7.56
Mahindra XUV500 W8 2WD,Mahindra,Kochi,2013,61591,Diesel,Manual,First,2179,140,7,16,6.82
Tata Manza Aura Quadrajet BS IV,Tata,Jaipur,2011,86500,Diesel,Manual,Second,1248,88.8,5,21.12,1.8
Mercedes-Benz E-Class 280 CDI,MercedesBenz,Pune,2009,100000,Diesel,Automatic,First,2987,198.5,5,11,11.5
Maruti SX4 Zxi with Leather BSIII,Maruti,Chennai,2010,87000,Petrol,Manual,First,1586,104.68,5,15.6,2.8
Maruti Wagon R AMT VXI,Maruti,Hyderabad,2016,35000,Petrol,Automatic,First,998,67,5,20.51,5.5
Datsun GO NXT,Datsun,Kolkata,2016,6000,Petrol,Manual,First,1198,67.06,5,20.63,2.7
Ford Figo Diesel ZXI,Ford,Jaipur,2014,59327,Diesel,Manual,First,1399,68,5,20,3.25
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Coimbatore,2014,81001,Diesel,Automatic,First,1968,138.1,5,17.2,10.9
Hyundai i20 1.2 Magna,Hyundai,Kochi,2014,44612,Petrol,Manual,First,1197,80,5,18.5,4.07
Toyota Innova Crysta 2.8 ZX AT,Toyota,Ahmedabad,2016,42388,Diesel,Automatic,First,2755,171.5,7,11.36,18
Honda Brio V MT,Honda,Mumbai,2012,54000,Petrol,Manual,First,1198,86.8,5,19.4,2.95
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Mumbai,2011,83010,Diesel,Automatic,First,1968,138.1,5,17.2,7.5
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,MercedesBenz,Coimbatore,2016,65405,Diesel,Automatic,First,2143,204,5,13,32.73
Toyota Fortuner 4x2 AT TRD Sportivo,Toyota,Delhi,2015,36000,Diesel,Automatic,Second,2982,168.7,7,12.55,21.5
Maruti SX4 ZXI MT BSIV,Maruti,Pune,2008,85000,Petrol,Manual,First,1586,103.2,5,16.51,2.5
Honda Jazz 1.5 V i DTEC,Honda,Ahmedabad,2016,35000,Diesel,Manual,First,1498,98.6,5,27.3,5.5
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Mumbai,2012,54000,Petrol,Automatic,First,1794,138.1,5,14.53,7.5
Honda City ZX VTEC,Honda,Mumbai,2007,70000,Petrol,Manual,First,1497,100,5,16.9,1.55
BMW X1 xDrive 20d M Sport,BMW,Kolkata,2017,27001,Diesel,Automatic,First,1995,190,5,20.68,29
Maruti Swift DDiS VDI,Maruti,Coimbatore,2019,41075,Diesel,Manual,First,1248,74,5,28.4,8.4
Mahindra KUV 100 mFALCON D75 K8,Mahindra,Hyderabad,2016,26000,Diesel,Manual,First,1198,77,6,25.32,6.5
Honda Jazz Mode,Honda,Mumbai,2010,55000,Petrol,Manual,First,1198,90,5,16,2.35
Maruti Swift ZXI,Maruti,Mumbai,2016,19000,Petrol,Manual,First,1197,81.8,5,20.4,5.55
Hyundai Grand i10 Asta Option AT,Hyundai,Mumbai,2016,15000,Petrol,Automatic,First,1197,82,5,18.9,5.35
Honda Amaze SX i-VTEC,Honda,Chennai,2016,37000,Petrol,Manual,First,1198,86.7,5,17.8,5.25
Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Coimbatore,2017,38712,Petrol,Manual,First,1197,81.86,5,18.9,5.87
Volkswagen Vento Diesel Comfortline,Volkswagen,Kochi,2014,52400,Diesel,Manual,First,1598,103.6,5,20.54,5.36
Maruti Ciaz 1.3 S,Maruti,Bangalore,2016,23988,Diesel,Manual,First,1248,88.5,5,28.09,7.75
Volkswagen Vento Petrol Highline AT,Volkswagen,Kochi,2014,32283,Petrol,Automatic,Second,1598,103.6,5,14.4,5.41
Hyundai i20 1.2 Magna,Hyundai,Bangalore,2010,52000,Petrol,Manual,First,1197,80,5,18.5,3.65
Honda Brio VX AT,Honda,Pune,2016,32000,Petrol,Automatic,First,1198,86.8,5,16.5,5.25
Honda City i VTEC VX,Honda,Kolkata,2014,39000,Petrol,Manual,First,1497,117.3,5,17.4,6.25
Tata Nano XT,Tata,Coimbatore,2017,14149,Petrol,Manual,First,624,37.48,4,23.9,3.47
Mercedes-Benz S Class 2005 2013 S 350 L,MercedesBenz,Mumbai,2006,103000,Petrol,Automatic,First,3498,364.9,5,10.13,8.85
Maruti Wagon R LXI BSIII,Maruti,Pune,2004,82000,Petrol,Manual,First,1061,64,5,14,0.85
Skoda Superb Elegance 1.8 TSI AT,Skoda,Mumbai,2015,34000,Petrol,Automatic,First,1798,157.75,5,13.7,13.65
Audi Q7 35 TDI Quattro Technology,Audi,Coimbatore,2016,45180,Diesel,Automatic,First,2967,241.4,7,12.07,50.22
Maruti Swift ZXI Plus,Maruti,Ahmedabad,2018,2000,Petrol,Manual,First,1197,81.8,5,22,7.75
Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Coimbatore,2011,82321,Diesel,Manual,First,2494,102,7,12.8,10.05
BMW 3 Series 320i Sedan,BMW,Kolkata,2011,7000,Petrol,Automatic,First,1995,154,5,12.05,9.75
Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Delhi,2015,27000,Diesel,Automatic,First,2143,136,5,17.9,23
Toyota Innova Crysta 2.4 VX MT 8S,Toyota,Coimbatore,2019,31271,Diesel,Manual,First,2393,147.8,8,13.68,21.42
Maruti Esteem LX BSII,Maruti,Jaipur,2003,55000,Petrol,Manual,Third,1298,74,5,15.9,0.7
Maruti Swift VDI BSIV,Maruti,Delhi,2014,24000,Diesel,Manual,First,1248,74,5,25.2,5.21
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Hyderabad,2009,147000,Diesel,Manual,First,2494,100.6,7,12.99,7.5
Toyota Etios Liva GD,Toyota,Delhi,2012,72351,Diesel,Manual,First,1364,74,5,23.59,2.65
Chevrolet Beat LT,Chevrolet,Chennai,2010,115000,Petrol,Manual,First,1199,79.4,5,18.6,1.75
Ford Ikon 1.4 TDCi DuraTorq,Ford,Jaipur,2010,82000,Diesel,Manual,Second,1399,68,5,13.8,1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,MercedesBenz,Delhi,2016,20000,Diesel,Automatic,First,2143,170,5,19.27,33
Toyota Etios G,Toyota,Kolkata,2011,45560,Petrol,Manual,First,1496,88.73,5,17.6,2.2
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,Kochi,2017,57539,Diesel,Manual,First,2494,102,7,12.8,12.83
BMW 6 Series Gran Coupe,BMW,Kochi,2018,20004,Diesel,Automatic,First,2993,313,4,17.54,68.94
Skoda Rapid 1.5 TDI Ambition,Skoda,Mumbai,2012,54500,Diesel,Manual,First,1498,108.4,5,21.13,4.1
Hyundai EON Magna,Hyundai,Jaipur,2016,27886,Petrol,Manual,First,814,55,5,22,2.85
Honda CR-V 2.4L 4WD AT,Honda,Mumbai,2007,66000,Petrol,Automatic,First,2354,158.8,5,11.1,3.7
Skoda Laura Elegance 2.0 TDI CR AT,Skoda,Coimbatore,2013,72202,Diesel,Automatic,First,1968,138.1,5,20,9.06
Skoda Laura RS,Skoda,Delhi,2011,70000,Petrol,Manual,Second,1798,157.8,5,13.4,4.75
Honda City i DTec S,Honda,Jaipur,2015,78233,Diesel,Manual,First,1498,98.6,5,26,6.6
Tata New Safari 4X4 EX,Tata,Chennai,2007,120203,Diesel,Manual,Second,2179,138,7,13.93,3.5
Maruti Zen Estilo LXI BS IV,Maruti,Pune,2011,20575,Petrol,Manual,First,998,67.1,5,19,2
Honda Amaze S i-VTEC,Honda,Mumbai,2013,39879,Petrol,Manual,First,1198,86.7,5,17.8,3.89
Renault KWID 1.0 RXL,Renault,Jaipur,2017,31056,Petrol,Manual,First,999,67,5,23.01,3.6
Maruti Ciaz AT ZXi,Maruti,Mumbai,2015,50940,Petrol,Automatic,First,1373,91.1,5,19.12,6.95
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Coimbatore,2016,99362,Diesel,Manual,First,1396,88.73,5,22.54,7.03
Toyota Innova Crysta 2.4 ZX MT,Toyota,Ahmedabad,2016,54000,Diesel,Manual,First,2393,147.8,7,13.68,16.5
Maruti Ciaz ZDi Plus SHVS,Maruti,Coimbatore,2016,54268,Diesel,Manual,First,1248,88.5,5,28.09,7.67
Jaguar XF Diesel,Jaguar,Coimbatore,2012,94521,Diesel,Automatic,First,2993,270.9,5,14.74,23.19
Hyundai Xcent 1.2 Kappa S,Hyundai,Kochi,2017,38932,Petrol,Manual,First,1197,82,5,19.1,6.21
Porsche Cayenne Diesel,Porsche,Coimbatore,2015,60395,Diesel,Automatic,First,2967,245,5,16.12,45.82
Hyundai Xcent 1.1 CRDi S,Hyundai,Mumbai,2016,29000,Diesel,Manual,First,1120,71,5,24.4,5.95
Audi A4 2.0 TDI Multitronic,Audi,Delhi,2011,58000,Diesel,Automatic,First,1968,140,5,16.55,11
Maruti Ciaz RS ZXi Plus,Maruti,Coimbatore,2016,60913,Petrol,Manual,First,1373,91.1,5,20.73,7.19
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Delhi,2011,65000,Diesel,Manual,First,2494,102,8,12.8,6.4
Mercedes-Benz New C-Class 220 CDI MT,MercedesBenz,Chennai,2015,26000,Diesel,Manual,First,2148,170,5,15.8,26
Hyundai i10 Sportz,Hyundai,Hyderabad,2016,19947,Petrol,Manual,First,1197,78.9,5,20.36,4.5
Hyundai i10 Sportz 1.2 AT,Hyundai,Chennai,2011,70816,Petrol,Automatic,First,1197,78.9,5,16.95,3.1
Maruti Baleno Zeta 1.3,Maruti,Delhi,2015,54000,Diesel,Manual,First,1248,74,5,27.39,5.95
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Delhi,2008,138000,Petrol,Manual,First,1061,64,5,18.2,1.2
BMW 7 Series 730Ld,BMW,Chennai,2014,35000,Diesel,Automatic,First,2993,258,5,16.46,52
Audi Q7 4.2 TDI Quattro Technology,Audi,Bangalore,2015,50000,Diesel,Automatic,First,4134,335.2,7,11.33,48
BMW X5 xDrive 30d,BMW,Hyderabad,2011,124652,Diesel,Automatic,First,2993,245,5,11.7,21.99
Maruti Ritz LXI,Maruti,Hyderabad,2013,80264,Petrol,Manual,First,1197,85.8,5,21.1,4.3
Nissan Sunny 2011-2014 Diesel XL,Nissan,Pune,2013,125600,Diesel,Manual,First,1461,84.8,5,21.64,3.75
Toyota Corolla Altis 1.8 Limited Edition,Toyota,Mumbai,2015,49000,Petrol,Manual,First,1798,138.03,5,14.28,8.95
Toyota Etios VXD,Toyota,Pune,2012,111000,Diesel,Manual,First,1364,67.1,5,23.59,4.75
Toyota Corolla Altis GL MT,Toyota,Coimbatore,2016,33690,Petrol,Manual,First,1798,138.03,5,14.28,14.6
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Mumbai,2012,50000,Diesel,Automatic,First,1968,174.33,5,17.68,17.5
Maruti Ertiga ZDI,Maruti,Kolkata,2012,38092,Diesel,Manual,First,1248,88.8,7,20.77,5.2
Hyundai Grand i10 Sportz,Hyundai,Coimbatore,2017,47774,Petrol,Manual,First,1197,82,5,18.9,6.04
Tata Indigo CS LX (TDI) BS III,Tata,Chennai,2009,167000,Diesel,Manual,Second,1396,69,5,19.09,2.7
Maruti Swift Dzire AMT ZDI,Maruti,Chennai,2019,65000,Diesel,Automatic,First,1248,74,5,26.59,6.75
Volkswagen Polo Petrol Highline 1.6L,Volkswagen,Kolkata,2011,46000,Petrol,Manual,First,1598,103.5,5,15.26,2.35
Tata Tiago 1.2 Revotron XZ WO Alloy,Tata,Hyderabad,2017,16500,Petrol,Manual,First,1199,84,5,23.84,5
Honda City i VTEC VX,Honda,Kolkata,2016,39000,Petrol,Manual,First,1497,117.3,5,17.8,6.95
Honda Amaze V Petrol,Honda,Jaipur,2018,6000,Petrol,Manual,First,1199,86.76,5,19.5,6.7
Audi A4 35 TDI Premium,Audi,Hyderabad,2015,60000,Diesel,Automatic,First,1968,174.33,5,17.11,25
Volkswagen Vento Petrol Highline AT,Volkswagen,Chennai,2011,97320,Petrol,Automatic,First,1598,103.6,5,14.4,3.75
Volkswagen Vento Diesel Trendline,Volkswagen,Chennai,2011,99807,Diesel,Manual,First,1598,103.6,5,20.54,3.75
Honda City 1.5 S MT,Honda,Pune,2013,46000,Petrol,Manual,First,1497,118,5,17,5.1
Maruti Wagon R LXI,Maruti,Mumbai,2010,12000,Petrol,Manual,First,998,67.04,5,22.5,2.45
Skoda Superb 2.8 V6 AT,Skoda,Kolkata,2005,13002,Petrol,Automatic,First,2771,193.1,5,9.3,3.25
Honda City i DTEC SV,Honda,Kolkata,2014,26000,Diesel,Manual,First,1498,98.6,5,26,5.5
Maruti Wagon R LXI CNG,Maruti,Kochi,2014,68365,CNG,Manual,First,998,58.16,5,26.6,3.77
Mercedes-Benz M-Class ML 350 4Matic,MercedesBenz,Coimbatore,2016,27833,Diesel,Automatic,First,2987,165,5,0,49.24
Maruti Alto 800 LXI,Maruti,Kochi,2016,51639,Petrol,Manual,First,796,47.3,5,22.74,3.04
Hyundai i20 Magna 1.2,Hyundai,Delhi,2015,21000,Petrol,Manual,First,1197,81.83,5,18.6,4.9
Ford Ecosport 1.5 DV5 MT Trend,Ford,Bangalore,2013,90000,Diesel,Manual,First,1498,89.84,5,22.7,6.25
BMW 3 Series GT 320d Luxury Line,BMW,Hyderabad,2015,36255,Diesel,Automatic,First,1995,184,5,19.59,33
BMW X5 xDrive 30d,BMW,Chennai,2011,58000,Diesel,Automatic,Second,2993,245,5,11.7,27
Honda Amaze S i-Vtech,Honda,Coimbatore,2014,48997,Petrol,Manual,Second,1198,86.7,5,18,5.21
Ford EcoSport 1.5 Ti VCT MT Titanium,Ford,Mumbai,2014,31130,Petrol,Manual,First,1499,110.4,5,15.85,5.75
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Coimbatore,2012,75668,Diesel,Automatic,First,2993,270.9,5,14.74,16.58
Toyota Corolla 1.8 J,Toyota,Delhi,2015,12000,Petrol,Manual,First,1798,138,5,14.53,11
Hyundai i10 Sportz,Hyundai,Pune,2014,90000,Petrol,Manual,Second,1197,78.9,5,20.36,2.8
Mercedes-Benz New C-Class C220 CDI Executive Edition,MercedesBenz,Kochi,2019,17320,Diesel,Automatic,First,2148,170,5,15.8,37.99
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Delhi,2011,85000,Diesel,Manual,Second,1968,108.5,5,20,3.65
Ford Endeavour 4x2 XLT,Ford,Hyderabad,2007,130000,Diesel,Manual,First,2499,141,7,13.1,6
Ford Figo Petrol EXI,Ford,Coimbatore,2013,60328,Petrol,Manual,First,1196,70,5,15.6,4.54
Honda Amaze S i-Vtech,Honda,Kochi,2015,34327,Petrol,Manual,First,1198,86.7,5,18,5.4
Tata Indica Vista TDI LS,Tata,Mumbai,2014,75000,Diesel,Manual,First,1405,70,5,19.1,3.3
Volvo XC60 D4 Summum,Volvo,Hyderabad,2012,86000,Diesel,Automatic,Second,1985,163,5,14.7,18.25
Datsun Redi GO Sport,Datsun,Bangalore,2017,12000,Petrol,Manual,First,799,53,5,22.7,3.1
Hyundai EON Era Plus,Hyundai,Kochi,2013,57759,Petrol,Manual,First,814,55.2,5,21.1,3.84
Maruti Alto 800 VXI,Maruti,Kolkata,2016,24300,Petrol,Manual,First,796,47.3,5,22.74,2.44
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Bangalore,2011,66000,Petrol,Manual,Second,1198,73.9,5,16.47,3.6
Hyundai i10 Asta,Hyundai,Mumbai,2015,75915,Petrol,Manual,First,1197,78.9,5,20.36,3.9
Nissan Sunny 2011-2014 XL,Nissan,Chennai,2013,107000,Petrol,Manual,Second,1498,97.7,5,16.95,2.9
Toyota Corolla Altis G,Toyota,Chennai,2008,86000,Petrol,Manual,Second,1798,138.1,5,14.53,3.5
Hyundai Verna CRDi ABS,Hyundai,Chennai,2009,160000,Diesel,Manual,Second,1493,110,5,18.1,3.5
Maruti Alto 800 2016-2019 LXI Optional,Maruti,Jaipur,2019,3000,Petrol,Manual,First,796,47.3,5,24.7,3.5
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Hyderabad,2015,72495,Diesel,Manual,First,1396,88.76,5,21.9,7
Hyundai Verna 1.6 CRDi AT S,Hyundai,Chennai,2016,33000,Diesel,Automatic,First,1582,126.2,5,19.08,8.7
Audi Q7 3.0 TDI Quattro Technology,Audi,Hyderabad,2014,60000,Diesel,Automatic,First,2967,241.4,7,12.07,45
Tata Indica V2 eLS,Tata,Hyderabad,2016,80103,Diesel,Manual,First,1396,69,5,25,1.8
Chevrolet Spark 1.0 LS,Chevrolet,Kolkata,2007,42100,Petrol,Manual,First,995,62,5,18,0.99
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Kolkata,2018,4500,Petrol,Manual,First,1197,81.86,5,18.9,4.8
Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,Mumbai,2014,97000,Diesel,Manual,First,2982,169,7,12.55,17.95
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Kochi,2017,51223,Petrol,Manual,First,1197,81.86,5,18.9,5.66
Honda City 1.5 S MT,Honda,Delhi,2009,64000,Petrol,Manual,First,1497,118,5,17,3.1
Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2016,56911,Petrol,Manual,First,1197,81.86,5,18.6,6.54
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Hyderabad,2015,147848,Diesel,Manual,First,2494,102,8,12.8,13.2
Ford Mustang V8,Ford,Kochi,2018,21290,Petrol,Automatic,First,4951,395,4,13,56.8
Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,2019,14076,Diesel,Automatic,First,2755,171.5,7,11.36,19.4
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Ahmedabad,2007,75180,Petrol,Manual,First,1061,64,5,18.2,1.65
Maruti Swift ZDi,Maruti,Jaipur,2013,92000,Diesel,Manual,Second,1248,74,5,22.9,4.35
Fiat Avventura MULTIJET Emotion,Fiat,Hyderabad,2015,57266,Diesel,Manual,First,1248,91.72,5,20.5,6.5
Maruti Zen Estilo VXI BSIII,Maruti,Delhi,2007,64000,Petrol,Manual,First,998,67.1,5,18.2,1.11
Renault Duster 85PS Diesel RxL,Renault,Mumbai,2013,41000,Diesel,Manual,First,1461,83.8,5,19.87,5.5
Mitsubishi Pajero 2.8 SFX,Mitsubishi,Delhi,2012,45999,Diesel,Manual,First,2835,107.2,6,10.5,11
Maruti Celerio VXI AT,Maruti,Pune,2015,50000,Petrol,Automatic,First,998,67.04,5,23.1,3.9
Tata Indica V2 DLS BSIII,Tata,Pune,2013,70000,Diesel,Manual,First,1405,48.21,5,17.88,1.8
Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2016,37540,Petrol,Manual,First,1197,81.86,5,18.6,6.22
