,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,No of Years,Transmission_Manual
4392,130.0,1,0,2499,141.0,7,13.1,6.0,15,1
4393,60.328,3,0,1196,70.0,5,15.6,4.54,9,1
4394,34.327,3,0,1198,86.7,5,18.0,5.4,7,1
4395,75.0,1,0,1405,70.0,5,19.1,3.3,8,1
4396,86.0,1,2,1985,163.0,5,14.7,18.25,10,0
4397,12.0,3,0,799,53.0,5,22.7,3.1,5,1
4398,57.759,3,0,814,55.2,5,21.1,3.84,9,1
4399,24.3,3,0,796,47.3,5,22.74,2.44,6,1
4400,66.0,3,2,1198,73.9,5,16.47,3.6,11,1
4401,75.915,3,0,1197,78.9,5,20.36,3.9,7,1
4402,107.0,3,2,1498,97.7,5,16.95,2.9,9,1
4403,86.0,3,2,1798,138.1,5,14.53,3.5,14,1
4404,160.0,1,2,1493,110.0,5,18.1,3.5,13,1
4405,3.0,3,0,796,47.3,5,24.7,3.5,3,1
4406,72.495,1,0,1396,88.76,5,21.9,7.0,7,1
4407,33.0,1,0,1582,126.2,5,19.08,8.7,6,0
4408,60.0,1,0,2967,241.4,7,12.07,45.0,8,0
4409,80.103,1,0,1396,69.0,5,25.0,1.8,6,1
4410,42.1,3,0,995,62.0,5,18.0,0.99,15,1
4411,4.5,3,0,1197,81.86,5,18.9,4.8,4,1
4412,97.0,1,0,2982,169.0,7,12.55,17.95,8,1
4413,51.223,3,0,1197,81.86,5,18.9,5.66,5,1
4414,64.0,3,0,1497,118.0,5,17.0,3.1,13,1
4415,56.911,3,0,1197,81.86,5,18.6,6.54,6,1
4416,147.848,1,0,2494,102.0,8,12.8,13.2,7,1
4418,14.076,1,0,2755,171.5,7,11.36,19.4,3,0
4419,75.18,3,0,1061,64.0,5,18.2,1.65,15,1
4420,92.0,1,2,1248,74.0,5,22.9,4.35,9,1
4421,57.266,1,0,1248,91.72,5,20.5,6.5,7,1
4422,64.0,3,0,998,67.1,5,18.2,1.11,15,1
4423,41.0,1,0,1461,83.8,5,19.87,5.5,9,1
4424,45.999,1,0,2835,107.2,6,10.5,11.0,10,1
4425,50.0,3,0,998,67.04,5,23.1,3.9,7,0
4426,70.0,1,0,1405,48.21,5,17.88,1.8,9,1
4427,37.54,3,0,1197,81.86,5,18.6,6.22,6,1
4428,44.0,3,0,998,67.04,5,23.1,4.3,8,0
4429,22.5,3,0,1197,81.86,5,18.9,5.99,5,1
4430,17.431,3,0,1197,81.83,5,18.6,6.0,5,1
4431,61.566,3,0,1591,121.3,5,17.1,5.85,8,1
4432,61.73,1,0,2179,147.51,5,12.39,19.94,8,0
4433,68.0,3,0,1298,88.2,5,16.1,2.9,13,1
4434,29.0,3,0,1198,86.7,5,18.0,4.25,8,1
4435,156.21,1,0,1364,87.2,5,21.43,5.99,12,1
4436,46.5,1,0,1498,98.6,5,27.4,3.3,9,1
4437,52.83,1,2,2967,241.38,5,16.77,8.08,13,0
4438,39.867,3,0,998,67.04,5,22.5,4.5,5,1
4439,58.972,1,0,1498,98.6,7,24.2,6.5,8,1
4440,66.0,3,2,2354,152.0,5,10.1,3.9,16,0
4441,52.0,3,0,1591,121.3,5,17.1,5.25,9,1
4442,58.0,1,0,2199,194.3,7,11.72,17.0,8,0
4443,58.0,3,0,1197,78.9,5,16.95,3.5,10,0
4444,75.0,1,2,1399,68.0,5,17.7,3.0,14,1
4445,41.008,3,2,1197,78.9,5,20.36,4.87,7,1
4446,65.0,1,0,1120,71.0,5,24.4,6.0,8,1
4447,19.0,1,0,1968,174.5,5,18.19,15.5,7,0
4448,74.0,3,2,1388,68.0,5,16.6,1.6,14,1
4449,33.0,3,0,1197,83.1,5,21.4,7.25,5,0
4450,95.0,1,2,1896,105.0,5,17.0,3.25,12,1
4451,34.0,1,0,1498,108.5,5,20.64,3.4,10,1
4452,102.865,1,0,2967,241.4,7,12.07,30.5,8,0
4453,52.378,3,0,1591,121.3,5,17.0,7.97,6,1
4454,38.0,1,0,2143,170.0,5,14.84,13.51,10,0
4455,60.334,1,0,1498,98.6,5,25.8,5.43,7,1
4456,107.0,3,0,1388,68.0,5,16.6,2.6,12,1
4458,2.196,3,0,796,47.3,5,22.74,2.75,5,1
4459,24.0,3,0,2996,258.0,5,10.6,8.75,12,0
4460,44.846,3,2,1368,88.7,5,14.6,5.41,7,1
4461,64.035,1,0,1248,73.75,5,28.4,8.55,4,0
4462,45.6,1,0,2179,140.0,7,15.1,8.25,8,1
4463,102.001,1,0,2400,200.0,7,11.1,23.58,8,0
4464,47.439,3,0,1197,78.9,5,20.36,4.49,8,1
4465,193.254,1,0,2982,171.0,7,11.5,12.99,12,1
4466,29.0,3,0,624,37.48,4,21.9,2.8,6,0
4467,51.681,1,0,1461,108.5,8,19.98,8.43,6,1
4468,50.0,1,0,2967,241.4,7,12.07,47.5,7,0
4469,42.666,3,0,1497,117.3,5,18.0,8.95,6,0
4470,65.0,1,2,1461,108.45,5,19.01,5.5,9,1
4471,18.776,3,0,1198,86.7,5,17.8,4.75,8,1
4472,6.714,3,0,1198,86.7,5,18.0,4.75,6,1
4473,40.0,3,2,1995,154.0,5,12.05,9.5,13,0
4474,88.539,1,0,1248,73.94,5,23.2,3.77,11,1
4475,65.055,3,2,1497,118.0,5,17.0,4.25,10,1
4476,23.0,1,0,1995,184.0,5,18.88,19.9,8,0
4477,60.0,1,0,1896,105.0,5,15.0,4.0,13,1
4478,59.35,3,0,1197,85.8,5,19.1,4.16,9,1
4479,19.0,1,2,2179,187.7,5,16.36,38.0,7,0
4480,45.56,3,0,1197,82.0,5,16.9,6.34,6,0
4481,118.0,1,0,2494,102.0,8,12.8,4.5,13,1
4482,55.0,3,0,1196,73.0,7,15.1,3.75,6,1
4483,60.0,1,2,1968,140.8,5,15.2,10.2,10,0
4484,145.0,1,0,2494,102.0,8,12.8,5.0,15,1
4485,46.81,3,0,1995,163.5,5,9.8,3.95,14,1
4486,62.767,1,0,1498,103.2,5,20.34,9.75,6,1
4487,18.553,3,0,1197,81.86,5,18.6,7.93,4,1
4488,143.143,1,0,1399,67.0,5,17.8,2.1,11,1
4489,53.497,1,0,2477,175.56,7,13.5,16.42,7,1
4490,148.0,1,2,2199,194.3,7,14.66,8.9,11,1
4491,95.0,1,0,2179,140.0,7,15.1,7.21,10,1
4492,100.0,1,0,2494,102.0,8,12.8,13.5,7,1
4493,29.0,1,0,2987,254.79,5,11.57,65.0,6,0
4494,87.0,1,0,2179,120.0,7,12.05,7.4,8,1
4495,56.838,3,0,1497,118.0,5,16.8,5.15,8,0
4496,100.0,1,0,2987,224.0,7,12.0,32.0,9,0
4497,125.0,3,0,1497,118.0,5,17.0,3.25,11,1
4498,17.0,3,0,998,67.0,5,22.5,3.95,5,0
4499,70.0,3,2,1193,65.0,5,15.4,1.5,9,1
4500,50.0,3,2,1197,80.0,5,17.0,3.0,12,1
4501,39.8,3,0,1198,90.0,5,16.0,1.99,12,1
4502,60.0,3,0,998,66.1,5,19.0,1.35,12,1
4503,58.0,1,0,1995,181.0,5,16.07,13.5,13,0
4504,110.009,1,0,1968,138.08,5,17.67,6.99,12,1
4505,85.0,1,0,1461,108.5,5,19.01,8.5,9,1
4506,84.0,1,2,1199,73.9,5,22.07,2.89,12,1
4507,51.0,1,0,1995,190.0,5,22.69,10.5,11,0
4508,68.88,3,0,1498,97.7,5,16.95,3.97,9,1
4509,5.5,3,0,998,67.1,5,24.07,4.25,5,0
4510,40.052,3,0,1197,85.8,5,21.1,6.17,6,1
4511,47.293,1,0,1968,174.3,5,14.16,38.72,6,0
4512,79.663,1,0,1493,110.0,5,16.8,6.5,9,1
4513,63.0,1,2,1498,98.6,5,25.8,4.25,9,1
4514,45.0,1,0,1498,98.6,5,26.0,4.75,8,1
4515,56.501,1,0,2755,174.5,7,12.9,17.71,8,0
4516,58.0,1,0,1498,103.2,5,20.34,5.85,7,1
4517,51.602,1,0,1995,190.0,5,22.48,17.27,11,0
4518,74.199,1,0,1995,181.0,5,16.07,9.25,15,0
4519,25.0,3,0,1591,121.3,5,13.0,12.75,5,0
4520,70.0,1,2,1995,190.0,5,21.76,27.0,6,0
4521,25.0,1,2,2143,167.62,5,14.84,21.0,9,0
4522,22.0,1,0,1248,74.0,5,26.59,7.95,5,1
4523,47.02,3,2,998,67.04,5,23.1,4.5,7,1
4524,8.0,1,0,1995,187.74,5,19.59,33.75,5,0
4526,36.973,3,0,1199,88.7,5,18.2,6.8,5,1
4527,42.083,3,0,624,37.48,4,25.4,1.68,8,1
4528,61.0,3,0,796,47.3,5,24.7,2.9,6,1
4529,43.628,3,0,998,67.04,5,22.5,3.16,8,1
4530,60.0,1,0,1120,71.0,5,24.4,3.9,8,1
4531,54.0,3,2,1199,76.8,5,17.8,1.95,12,1
4532,27.001,1,0,2179,187.7,5,16.36,26.52,7,0
4533,52.0,1,0,1968,167.7,5,18.33,9.0,12,0
4534,80.0,1,0,1396,88.76,5,21.27,4.5,10,1
4535,160.0,1,0,2835,107.2,6,10.5,8.75,14,1
4536,3.3,1,0,1248,88.5,5,24.3,11.5,4,0
4537,35.027,3,0,998,67.1,5,24.07,3.0,6,1
4538,26.568,3,0,814,55.2,5,21.1,3.79,7,1
4539,59.0,1,0,1248,88.5,5,28.09,6.0,7,1
4540,51.0,1,0,1582,126.2,5,19.67,13.25,6,1
4541,56.4,1,0,1968,138.1,5,17.2,8.0,10,0
4542,80.0,1,0,1498,88.8,5,20.14,5.8,7,1
4543,107.0,1,2,2494,100.6,7,12.99,13.5,9,1
4544,100.0,1,0,2143,203.0,5,14.21,25.0,8,0
4545,59.998,1,0,1498,88.8,5,20.14,5.49,6,1
4546,105.0,1,0,1968,150.0,5,17.32,19.0,9,0
4547,36.0,3,0,1197,80.0,5,18.5,2.5,11,1
4548,24.35,3,2,1086,68.05,5,19.81,3.0,7,1
4549,28.973,1,0,1047,69.0,5,24.7,6.64,4,1
4550,8.243,3,0,814,55.2,5,21.1,3.21,5,1
4551,136.642,3,2,1086,62.1,5,17.92,1.55,13,1
4552,60.0,3,0,1086,62.1,5,17.92,2.59,11,1
4553,100.0,1,2,2609,120.0,8,12.7,4.0,14,1
4554,48.689,3,0,1497,117.3,5,17.4,3.87,12,1
4555,45.0,1,0,1248,88.5,5,24.3,9.75,5,1
4556,38.163,1,0,1968,174.33,5,17.11,32.91,3,0
4557,43.8,1,2,2143,203.0,5,14.21,16.75,11,0
4558,92.0,3,0,1799,130.0,5,13.5,1.9,15,1
4559,14.064,3,0,1197,81.83,5,18.6,6.59,5,1
4560,42.366,1,0,1968,174.33,5,15.73,31.93,5,0
4561,76.551,1,0,1498,98.6,5,25.1,7.25,8,1
4562,72.672,3,0,1086,68.05,5,19.81,1.9,14,1
4563,45.0,1,0,1248,74.0,5,25.2,3.55,7,1
4564,91.696,1,0,2953,153.86,7,11.4,9.25,10,0
4565,66.484,3,0,1299,70.0,5,13.8,1.65,13,1
4566,15.456,1,0,1995,190.0,5,20.68,36.64,3,0
4567,55.0,1,2,2143,203.0,5,14.21,16.0,11,0
4568,21.112,0,0,1196,73.0,5,15.1,5.38,3,1
4569,61.297,1,0,1498,98.6,5,25.8,4.35,8,1
4570,80.0,3,2,993,60.0,5,17.3,1.2,16,1
4571,59.0,3,2,1197,80.0,5,18.5,4.1,9,1
4572,150.0,1,0,2993,235.0,5,11.0,18.75,13,0
4573,60.083,1,0,1582,126.2,5,19.67,13.78,5,1
4574,85.45,1,0,1248,74.0,5,26.59,4.0,6,1
4575,88.0,1,0,1248,74.0,5,22.9,4.33,9,1
4576,81.828,1,0,1186,73.97,5,24.0,5.43,7,1
4577,18.0,3,0,1196,86.8,5,18.16,4.9,6,1
4578,15.0,1,0,2993,258.0,5,15.97,70.0,5,0
4579,34.0,1,0,2143,167.62,5,11.78,25.5,6,0
4580,46.0,3,0,1197,82.0,5,18.9,5.1,7,0
4581,48.158,1,0,1582,126.32,5,22.32,6.7,9,1
4582,93.0,1,0,2993,218.0,5,16.73,26.5,9,0
4583,71.007,1,0,1461,63.1,5,23.08,3.9,9,1
4584,63.067,3,2,1586,103.3,5,15.5,2.7,12,1
4585,70.259,1,0,1248,88.8,5,21.12,2.95,11,1
4586,13.0,1,0,1968,140.0,5,16.55,23.0,7,0
4587,140.0,1,2,1248,75.0,5,17.8,2.49,13,1
4588,130.0,1,0,1248,74.0,5,25.2,4.5,7,1
4589,89.401,1,0,1364,87.2,5,21.43,4.5,11,1
4590,67.0,1,0,1498,98.6,5,27.3,6.9,7,1
4592,72.0,3,0,1198,73.9,5,16.25,2.21,12,1
4594,82.0,1,2,2179,187.74,5,12.35,13.9,11,0
4595,85.0,3,0,1596,101.0,5,15.3,1.46,12,1
4596,83.0,1,0,1582,126.32,5,19.08,6.0,10,0
4597,26.0,3,0,999,67.0,5,21.7,3.0,6,1
4598,27.0,1,0,1248,88.8,5,22.3,3.5,10,1
4599,37.746,1,0,1396,88.73,5,21.19,7.59,4,1
4600,63.274,3,2,1586,104.68,5,15.0,1.99,13,1
4601,25.0,3,0,799,53.3,5,25.17,3.8,6,1
4602,197.0,1,0,2498,112.0,7,11.68,4.0,9,1
4603,45.01,3,2,814,55.2,5,21.1,2.95,9,1
4604,75.348,1,0,1498,98.6,5,25.8,3.75,9,1
4605,90.11,1,0,1199,73.9,5,22.07,2.5,12,1
4606,102.013,3,0,1497,118.0,5,17.0,3.75,11,1
4607,36.0,1,0,2982,168.5,7,12.55,22.0,7,0
4608,37.578,3,0,1198,86.7,5,18.0,6.14,5,1
4609,46.001,1,0,1995,143.0,5,20.58,16.0,7,0
4610,46.559,3,0,998,67.04,5,23.1,3.75,8,0
4611,48.0,1,0,2494,100.6,8,12.99,11.75,7,1
4612,46.0,1,2,2179,187.7,5,16.36,24.0,9,0
4613,15.0,3,0,1199,88.7,5,17.5,8.9,5,1
4614,85.0,1,3,1995,184.0,5,17.05,10.0,10,0
4615,32.0,3,0,1598,103.5,5,14.3,5.55,8,0
4616,60.818,3,0,1598,103.5,5,16.09,3.59,10,1
4617,35.188,1,0,1498,98.59,5,22.77,11.13,3,1
4618,110.0,1,0,2179,140.0,7,15.1,7.2,10,1
4619,61.0,1,0,1388,67.0,5,18.6,2.98,8,1
4620,75.0,3,2,1086,62.1,5,17.92,1.7,12,1
4621,55.0,1,0,2987,224.0,7,12.0,52.0,7,0
4622,69.966,3,0,796,46.3,5,19.7,0.95,19,1
4623,42.0,3,0,1497,117.3,5,17.8,9.25,6,1
4624,48.0,1,0,2199,194.3,7,13.01,16.25,8,0
4625,35.0,1,0,2143,136.0,5,17.9,20.99,7,0
4626,128.0,1,2,2494,102.0,8,12.8,4.25,17,1
4627,78.0,1,2,1995,181.0,5,16.07,7.2,14,0
4628,53.08,3,0,1197,85.8,5,18.6,4.4,11,1
4629,66.0,3,2,1598,103.6,5,15.04,4.25,11,1
4630,25.0,3,0,1373,93.7,7,16.02,5.35,10,1
4631,36.139,3,2,1197,82.0,5,18.9,6.3,6,0
4632,44.0,1,0,1582,126.2,5,19.67,12.5,5,1
4633,50.0,1,2,2967,241.38,5,16.77,7.5,14,0
4634,81.177,1,0,1997,140.0,7,16.0,11.25,6,1
4635,26.0,3,0,1499,110.4,5,16.05,7.65,6,0
4636,100.0,1,0,1120,71.0,5,24.4,4.5,6,1
4637,75.0,1,0,1498,103.2,5,21.21,7.5,8,0
4638,119.859,3,0,2987,210.0,5,13.0,7.1,18,0
4639,55.98,3,0,1197,78.9,5,20.36,2.25,12,1
4640,30.0,1,0,1968,174.33,5,17.11,27.0,7,0
4641,49.7,1,2,1396,88.76,5,21.9,4.18,10,1
4642,79.0,1,0,1396,88.7,5,23.5,6.5,9,1
4643,65.1,3,0,1497,118.0,5,17.0,3.15,12,1
4644,54.161,1,0,1248,88.5,7,25.47,7.64,6,1
4645,28.619,3,0,796,46.3,5,19.7,2.4,11,1
4646,9.0,3,0,998,67.0,5,20.51,4.25,6,0
4647,42.876,1,0,1582,126.2,5,19.08,9.31,6,0
4648,64.0,3,0,796,46.3,5,19.7,2.39,11,1
4649,20.488,3,2,1598,103.5,5,16.09,7.64,4,1
4650,21.0,3,0,1197,83.1,5,21.4,6.21,6,1
4652,55.987,3,0,1997,153.86,5,13.7,8.22,11,0
4653,72.668,1,0,2755,174.5,7,14.24,28.85,5,1
4654,32.0,3,0,1497,116.3,5,15.6,8.5,7,0
4656,10.4,3,0,1497,117.3,5,17.4,6.51,7,1
4657,35.0,1,0,1248,74.0,5,22.9,4.65,9,1
4658,55.101,3,0,1794,138.1,5,14.53,8.4,9,0
4659,57.464,1,0,1364,67.06,5,23.59,5.75,8,1
4660,110.0,3,0,998,67.1,5,18.9,1.11,16,1
4661,72.0,3,0,1991,184.0,5,12.0,17.25,8,0
4662,16.0,1,0,2179,187.7,5,16.36,32.0,10,0
4663,62.02,3,0,1197,80.0,5,17.0,3.45,11,1
4664,85.0,1,2,2179,147.51,5,12.39,23.0,8,0
4665,14.223,3,0,1197,81.86,5,18.6,7.32,4,1
4666,41.21,3,0,1198,86.7,5,18.0,4.4,8,1
4668,18.043,3,0,796,47.3,5,22.74,4.12,6,1
4669,80.0,1,0,2755,171.5,7,11.36,19.5,6,0
4670,21.0,3,0,1197,82.0,5,18.9,6.2,6,0
4671,49.0,1,0,2993,258.0,5,16.55,45.0,6,0
4672,104.0,3,2,970,74.0,5,15.0,0.85,24,1
4673,95.0,3,2,1197,80.0,5,18.5,2.8,12,1
4674,32.0,3,0,1197,82.0,5,18.9,4.8,7,0
4675,122.8,1,0,1498,89.75,5,25.01,5.65,8,1
4676,78.0,1,2,2148,74.0,5,15.0,14.5,11,1
4677,69.0,1,0,1248,74.0,5,26.59,5.9,7,1
4678,65.0,1,2,1364,67.04,5,23.59,5.0,7,1
4679,23.0,3,0,1197,82.0,5,19.1,4.9,7,1
4680,70.0,3,0,1799,130.0,5,13.5,4.25,13,1
4681,250.0,1,0,2494,100.6,8,12.99,10.9,8,1
4682,56.0,3,0,1495,94.0,5,13.2,2.45,10,1
4683,30.0,3,0,796,47.3,5,22.74,2.5,9,1
4685,92.25,1,2,1498,89.84,5,22.7,5.75,9,1
4686,40.0,3,0,1197,81.86,5,20.14,5.0,4,1
4687,96.848,3,0,1598,103.6,5,14.3,4.62,8,0
4688,42.0,1,0,1968,174.33,5,15.73,23.5,6,0
4689,55.886,1,0,2179,140.0,7,16.0,7.25,9,1
4690,12.336,3,0,1591,121.3,5,17.0,11.88,3,1
4691,60.0,3,3,1599,103.2,5,13.9,2.25,13,1
4692,83.0,3,2,1597,92.0,5,14.2,0.85,19,1
4693,24.0,3,0,1198,67.04,5,19.69,4.0,4,1
4694,32.198,3,0,1198,86.8,5,16.5,5.1,6,0
4695,92.247,1,0,2494,100.6,7,12.99,12.5,8,1
4696,121.311,1,0,1498,108.5,5,20.64,2.9,11,1
4697,66.296,1,0,2179,140.0,7,16.0,15.96,6,1
4698,41.0,3,0,1197,82.0,5,16.9,5.45,7,0
4699,38.681,1,0,2198,157.7,7,13.5,23.86,5,1
4700,43.761,3,0,995,62.0,5,18.0,1.75,14,1
4701,17.4,1,0,1248,88.5,7,24.52,9.75,5,1
4702,61.51,1,0,1498,98.6,5,25.8,4.75,9,1
4703,60.0,3,0,1497,117.3,5,17.4,6.25,8,1
4704,35.165,1,2,1998,112.0,5,23.8,22.0,8,0
4705,41.617,3,0,1794,138.1,5,14.53,14.14,6,0
4706,45.0,3,0,1086,74.0,5,17.0,0.95,17,1
4707,65.0,3,0,1798,157.75,5,13.7,11.95,8,0
4708,68.0,3,0,998,67.1,5,18.9,2.5,11,1
4709,49.0,3,0,1086,68.05,5,19.81,2.75,9,1
4710,16.698,3,0,1199,84.0,5,23.84,5.85,3,1
4711,30.965,3,0,1197,83.1,5,21.4,6.25,6,1
4712,56.058,3,0,1598,103.2,5,15.04,4.95,8,1
4713,15.356,3,0,1197,81.86,5,18.9,4.75,5,1
4714,54.0,1,0,1399,68.05,5,20.0,2.55,9,1
4715,47.0,3,2,1799,130.3,5,13.9,4.5,11,0
4716,21.652,3,0,796,47.3,5,22.74,3.01,7,1
4717,52.0,1,0,1999,177.0,5,15.68,42.0,6,0
4718,35.01,1,0,2698,179.5,5,12.4,11.5,12,0
4719,76.662,1,0,2987,198.5,5,11.0,10.99,16,0
4720,89.0,3,0,1497,118.0,5,17.0,3.71,13,0
4721,80.0,3,3,2354,152.0,5,10.1,2.0,16,0
4722,39.023,1,0,1248,88.5,5,28.09,9.48,4,1
4723,62.0,3,2,998,67.1,5,18.9,1.25,18,1
4724,78.046,1,0,1582,126.2,5,19.67,10.9,7,1
4725,34.4,1,0,1248,88.5,5,28.09,5.5,7,1
4726,64.624,3,0,814,55.2,5,21.1,3.71,6,1
4727,69.192,3,0,1373,93.7,7,16.02,6.25,8,1
4728,55.0,1,0,1598,103.6,5,20.54,4.9,10,1
4729,81.0,3,2,1493,100.0,5,12.8,1.1,17,1
4730,36.733,3,0,1198,73.9,5,16.47,4.72,6,1
4732,43.022,1,0,2143,136.0,5,17.9,24.85,6,0
4733,74.0,1,0,2199,194.3,7,14.66,12.25,9,1
4734,47.0,1,0,1248,74.0,5,22.9,3.9,8,1
4735,37.46,3,0,1197,81.86,5,18.6,6.28,5,1
4736,130.0,1,0,2498,112.0,8,14.0,2.75,11,1
4737,31.576,3,0,1197,82.0,5,18.9,7.85,5,1
4738,66.0,3,0,1598,103.6,5,15.04,2.95,11,1
4739,79.0,3,2,2354,177.6,5,11.7,4.85,14,0
4740,47.14,1,2,2925,281.61,5,13.5,30.0,11,0
4741,36.61,1,0,2143,107.3,5,15.0,19.9,6,0
4742,93.0,1,0,1582,126.2,5,20.5,10.8,6,1
4743,52.195,3,0,796,46.3,5,19.7,1.75,15,1
4744,20.003,1,0,1968,143.0,5,20.38,19.25,6,0
4745,66.314,1,0,1461,83.8,5,19.87,5.5,9,1
4746,76.0,1,0,1399,68.0,5,17.8,2.75,13,1
4747,29.0,1,0,1582,126.2,5,19.67,13.0,7,1
4748,30.0,1,0,1399,68.0,5,20.0,3.2,11,1
4749,56.526,3,0,1598,103.5,5,15.26,5.84,9,1
4750,38.0,1,2,1969,150.0,5,16.8,24.0,7,0
4751,41.0,1,0,1582,126.32,5,19.08,6.25,10,0
4752,53.0,1,0,2993,258.0,5,14.49,36.0,13,0
4753,125.0,1,3,1998,68.0,5,14.8,3.0,19,1
4754,242.0,1,0,2982,171.0,7,11.5,11.0,12,1
4755,90.0,1,0,1248,88.5,5,26.21,6.5,7,1
4756,11.0,1,0,1248,88.5,5,24.3,9.4,4,1
4757,21.936,1,0,1995,190.0,5,21.76,37.92,4,0
4758,41.0,3,0,1598,103.6,5,14.4,5.25,9,0
4759,47.0,3,0,1197,80.0,5,17.0,4.5,11,1
4760,110.0,1,0,2993,235.0,5,11.0,18.0,13,0
4761,45.96,3,0,1197,82.0,5,19.1,5.56,7,1
4762,48.0,1,0,2143,203.0,5,14.21,22.0,9,0
4763,68.0,1,0,2179,147.51,5,12.39,22.0,11,0
4764,41.0,3,0,1197,78.9,5,20.36,2.65,11,1
4765,69.573,1,2,1582,126.32,5,22.32,5.85,9,1
4766,115.0,1,0,1968,138.1,5,19.33,6.95,10,1
4767,47.629,1,0,2179,140.0,7,15.1,6.5,10,1
4768,66.624,3,3,796,35.0,8,19.7,0.85,18,1
4769,80.0,3,2,1798,177.46,5,14.67,7.25,9,0
4770,94.868,1,0,1248,74.0,5,22.9,4.5,10,1
4771,76.477,1,0,2179,120.0,8,10.5,4.25,12,1
4772,28.0,3,0,1991,183.0,5,13.7,26.0,6,0
4773,28.599,1,0,2498,105.0,6,16.55,9.66,5,1
4774,45.348,1,2,1461,108.45,5,19.01,6.85,9,1
4775,80.127,1,0,1968,167.6,5,12.8,23.68,9,0
4776,68.0,1,2,2179,147.51,5,12.39,15.75,9,0
4777,75.0,1,3,1598,103.6,5,20.54,3.5,10,1
4779,41.871,1,0,1582,126.2,5,22.7,15.57,3,1
4780,84.931,1,0,2956,83.8,7,15.3,5.29,7,1
4781,15.0,3,0,799,53.64,5,22.7,2.25,6,1
4782,110.0,1,0,2993,245.0,5,11.7,20.0,13,0
4784,103.653,3,2,1061,47.0,5,18.9,1.22,20,1
4785,64.806,3,0,1198,73.9,5,16.47,3.65,10,1
4786,35.0,3,0,1198,67.0,7,20.62,3.1,6,1
4787,40.0,3,0,1591,121.3,5,15.29,11.5,6,1
4788,23.876,3,0,998,67.1,5,24.07,3.46,7,1
4789,67.901,1,0,2199,194.3,7,14.66,8.38,9,1
4790,68.865,1,0,1598,103.6,5,15.11,4.8,8,1
4791,71.0,1,2,1498,98.6,5,25.8,4.5,8,1
4792,95.0,3,0,1298,74.0,5,15.9,0.8,18,1
4793,25.0,1,0,1248,74.0,5,22.9,3.95,8,1
4794,180.0,1,0,1598,103.5,5,20.5,3.65,10,1
4795,131.0,1,0,2987,198.5,5,11.0,10.0,17,0
4796,65.0,1,2,2179,120.0,8,12.05,4.0,11,1
4797,117.777,1,0,1461,84.8,5,21.64,4.75,10,1
4798,65.0,3,2,1298,85.8,5,17.5,3.1,13,1
4799,46.897,3,0,814,55.2,5,21.1,3.61,5,1
4800,36.695,3,0,1198,86.8,5,19.4,4.29,7,1
4801,43.0,3,0,1198,75.0,5,18.06,2.13,11,1
4802,54.0,3,0,796,46.3,5,19.7,1.1,14,1
4803,89.0,1,0,1995,190.0,5,22.69,13.95,11,0
4804,7.0,3,0,1198,74.0,5,16.47,5.35,8,1
4805,58.47,3,0,998,67.04,5,23.1,3.9,8,1
4806,37.0,3,0,1197,81.8,5,21.5,2.8,8,1
4807,29.0,1,0,1248,88.5,5,26.21,8.75,6,1
4808,52.0,1,0,1968,147.51,5,16.55,19.5,9,0
4809,32.807,3,0,1198,86.8,5,19.4,2.75,9,1
4810,86.0,1,0,2179,120.0,8,11.79,8.0,9,0
4811,66.5,1,0,1498,98.6,5,26.0,5.7,8,1
4812,94.0,1,0,1995,184.0,5,17.05,12.5,10,0
4813,29.0,3,2,995,62.0,5,18.0,1.75,11,1
4814,107.389,1,2,1399,68.0,5,20.0,1.9,12,1
4815,36.1,3,0,1197,81.8,5,20.4,4.5,7,1
4816,16.329,1,0,2143,170.0,5,19.27,30.3,7,0
4817,36.0,1,0,1968,141.0,5,19.3,16.0,8,0
4818,41.816,1,0,1995,190.0,5,18.56,32.78,5,0
4819,54.68,3,0,814,55.2,5,21.1,2.5,7,1
4820,14.0,1,0,1968,187.74,5,18.25,43.0,5,0
4821,23.977,3,0,1196,86.8,5,18.16,5.38,5,1
4822,30.131,3,0,998,67.1,5,20.92,2.65,9,1
4823,2.53,3,0,796,47.3,5,24.7,3.3,5,1
4824,39.0,1,0,2143,167.62,5,19.27,34.0,7,0
4825,140.0,3,3,1086,68.0,5,20.3,0.7,21,1
4826,32.257,1,0,1120,71.0,5,24.4,6.83,5,1
4827,46.983,1,0,1498,98.6,5,25.8,5.77,6,1
4828,107.0,1,2,1248,75.0,5,17.8,3.1,14,1
4829,19.0,3,0,1199,74.0,5,16.2,4.95,5,1
4830,88.0,1,0,1968,174.33,5,17.11,16.25,9,0
4832,128.0,1,3,2179,140.0,7,16.0,6.4,11,1
4833,71.0,1,3,2499,141.0,7,13.1,6.95,11,1
4834,50.0,1,0,1396,53.5,5,17.2,0.85,14,1
4835,16.0,3,0,1197,83.1,5,21.4,6.95,6,1
4836,82.0,1,0,1120,71.0,5,24.4,3.45,5,1
4837,80.0,3,0,1799,130.0,5,13.5,2.75,14,1
4838,36.0,3,2,1197,81.83,5,18.6,4.95,7,1
4839,17.477,3,0,1198,108.5,5,17.0,9.62,4,1
4840,16.725,3,0,1197,81.83,5,18.6,6.79,6,1
4841,48.241,3,0,1197,85.8,5,19.1,4.5,8,1
