,Name,Manufacturer,Location,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,Brand,No of Years,Transmission_Manual
4137,Datsun redi-GO T Option,Datsun,Kochi,6.279,Petrol,First,799,53.64,5,22.7,3.6,Datsun,4,1
4138,Fiat Grande Punto EVO 1.3 Active,Fiat,Pune,74.5,Diesel,First,1248,75.0,5,21.2,3.3,Fiat,8,1
4139,Hyundai Elantra CRDi SX,Hyundai,Kolkata,42.0,Diesel,First,1582,126.24,5,22.7,5.85,Hyundai,9,1
4140,Maruti Swift Dzire LXI,Maruti,Delhi,56.51,Petrol,First,1197,85.8,5,19.1,3.9,Maruti,8,1
4141,Audi A4 2.0 TDI Multitronic,Audi,Delhi,88.0,Diesel,First,1968,140.0,5,16.55,7.98,Audi,13,0
4142,Honda Brio VX AT,Honda,Mumbai,36.631,Petrol,First,1198,86.8,5,16.5,4.3,Honda,8,0
4143,Maruti Wagon R LXI BS IV,Maruti,Kolkata,34.0,Petrol,First,998,67.1,5,18.9,2.25,Maruti,11,1
4144,Hyundai i10 Magna 1.1,Hyundai,Ahmedabad,49.0,Petrol,First,1086,68.05,5,19.81,3.2,Hyundai,9,1
4145,Hyundai Verna 1.6 SX,Hyundai,Hyderabad,65.254,Diesel,First,1582,126.32,5,22.32,6.55,Hyundai,10,1
4146,Hyundai Verna 1.6 SX,Hyundai,Bangalore,95.0,Diesel,Second,1582,126.32,5,22.32,6.9,Hyundai,8,1
4147,Maruti Ritz VDi,Maruti,Chennai,83.0,Diesel,First,1248,73.94,5,23.2,2.95,Maruti,13,1
4148,Hyundai Creta 1.6 SX Option Diesel,Hyundai,Coimbatore,101.065,Diesel,First,1582,126.2,5,20.5,11.45,Hyundai,5,1
4149,Maruti Baleno Delta,Maruti,Kochi,15.134,Petrol,First,1197,83.1,5,21.4,6.37,Maruti,5,1
4150,Hyundai Verna 1.6 CRDI,Hyundai,Jaipur,72.0,Diesel,First,1582,126.3,5,22.32,5.0,Hyundai,11,1
4151,Tata Indica Vista Quadrajet VX,Tata,Chennai,120.0,Diesel,Second,1248,74.0,5,22.3,2.6,Tata,10,1
4152,Hyundai i20 1.2 Magna,Hyundai,Kolkata,45.0,Petrol,First,1197,80.0,5,18.5,1.9,Hyundai,12,1
4153,Porsche Panamera Diesel,Porsche,Kochi,54.996,Diesel,First,2967,300.0,4,17.85,60.95,Porsche,7,0
4154,Maruti Eeco Smiles 5 Seater AC,Maruti,Coimbatore,22.874,Petrol,First,1196,73.0,5,15.1,4.44,Maruti,5,1
4155,BMW 3 Series 320d Sport,BMW,Chennai,58.0,Diesel,Second,1995,190.0,5,22.69,15.3,BMW,10,0
4156,Maruti Ertiga VDI,Maruti,Chennai,86.0,Diesel,Second,1248,88.5,7,25.47,8.2,Maruti,6,1
4157,Hyundai Xcent 1.2 Kappa AT S Option,Hyundai,Ahmedabad,69.0,Petrol,First,1197,81.86,5,16.9,5.25,Hyundai,8,0
4158,Volkswagen Vento 1.2 TSI Highline AT,Volkswagen,Pune,55.001,Petrol,Second,1197,103.2,5,16.93,8.5,Volkswagen,6,0
4159,Audi Q3 35 TDI Quattro Premium,Audi,Chennai,28.0,Diesel,First,1968,174.33,5,15.73,23.75,Audi,7,0
4160,Hyundai i10 Magna 1.1,Hyundai,Delhi,53.213,Petrol,First,1086,68.05,5,19.81,2.74,Hyundai,9,1
4161,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Coimbatore,44.34,Diesel,First,1968,138.03,5,16.96,13.83,Volkswagen,6,0
4162,Maruti Baleno RS 1.0 Petrol,Maruti,Mumbai,16.9,Petrol,First,998,100.0,5,21.1,6.99,Maruti,5,1
4163,Hyundai i10 Era,Hyundai,Jaipur,57.0,Petrol,First,1086,68.05,5,19.81,2.25,Hyundai,13,1
4164,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Hyderabad,83.165,Diesel,First,2494,102.0,8,12.8,11.49,Toyota,9,1
4165,Chevrolet Beat LT,Chevrolet,Coimbatore,24.735,Petrol,Second,1199,79.4,5,18.6,2.87,Chevrolet,10,1
4166,Toyota Innova 2.5 G3,Toyota,Kolkata,65.175,Diesel,First,2494,102.0,8,12.8,3.25,Toyota,17,1
4167,Honda Accord 2.4 Inspire M/T,Honda,Pune,60.0,Petrol,Second,2354,180.0,5,9.8,3.5,Honda,13,1
4168,Mahindra KUV 100 mFALCON D75 K4 Plus,Mahindra,Kochi,60.357,Diesel,First,1198,77.0,6,25.32,4.49,Mahindra,5,1
4169,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,Jaipur,77.0,Diesel,First,1199,73.9,5,22.07,2.9,Volkswagen,11,1
4170,Toyota Innova 2.0 GX 8 STR,Toyota,Coimbatore,85.301,Petrol,First,1998,132.0,8,12.4,12.36,Toyota,8,1
4171,Mahindra Scorpio VLX AT AIRBAG BSIV,Mahindra,Mumbai,50.0,Diesel,First,2179,120.0,8,11.79,6.0,Mahindra,11,0
4172,BMW 7 Series 730Ld Sedan,BMW,Chennai,58.0,Diesel,First,2993,258.0,5,16.46,31.0,BMW,12,0
4173,Honda City i-DTEC SV,Honda,Kolkata,39.0,Diesel,First,1498,98.6,5,25.6,5.49,Honda,7,1
4174,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Coimbatore,46.19,Diesel,First,1199,73.9,5,22.07,5.86,Volkswagen,7,1
4175,Mahindra XUV500 W8 2WD,Mahindra,Mumbai,83.0,Diesel,First,2179,140.0,7,16.0,9.0,Mahindra,7,1
4176,Volkswagen Vento 1.6 Highline,Volkswagen,Jaipur,33.0,Petrol,First,1598,103.5,5,16.09,7.7,Volkswagen,6,1
4177,Honda City i VTEC V,Honda,Coimbatore,27.279,Petrol,First,1497,117.3,5,17.4,9.47,Honda,5,1
4178,Audi Q5 2.0 TDI Premium Plus,Audi,Bangalore,53.9,Diesel,First,1968,174.3,5,14.16,29.0,Audi,8,0
4179,Honda City 1.5 V AT Exclusive,Honda,Kochi,63.998,Petrol,First,1497,118.0,5,17.0,5.42,Honda,10,0
4180,Maruti Swift VXI BSIV,Maruti,Coimbatore,57.932,Petrol,First,1197,81.8,5,20.4,6.39,Maruti,6,1
4181,Maruti Alto 800 LXI,Maruti,Jaipur,25.0,Petrol,First,796,47.3,5,22.74,2.75,Maruti,7,1
4182,Ford Figo Diesel Titanium,Ford,Chennai,169.0,Diesel,First,1399,68.0,5,20.0,2.5,Ford,11,1
4183,Hyundai Santro Xing GL Plus,Hyundai,Delhi,53.0,Petrol,First,1086,62.1,5,17.92,2.35,Hyundai,10,1
4184,Maruti Wagon R VXI,Maruti,Coimbatore,43.053,Petrol,First,998,67.1,5,18.9,4.65,Maruti,7,1
4185,Honda City i DTEC SV,Honda,Ahmedabad,75.0,Diesel,First,1498,98.6,5,26.0,6.0,Honda,8,1
4186,Honda City V MT AVN,Honda,Pune,89.0,Petrol,Second,1497,116.3,5,16.8,3.5,Honda,10,1
4187,Honda City i DTEC VX,Honda,Hyderabad,75.578,Diesel,First,1498,98.6,5,25.1,7.0,Honda,8,1
4188,Hyundai Verna VTVT 1.6 SX,Hyundai,Bangalore,46.676,Petrol,First,1591,121.3,5,17.0,7.75,Hyundai,8,1
4189,Maruti Alto K10 LXI,Maruti,Kochi,51.349,Petrol,First,998,67.1,5,24.07,2.93,Maruti,8,1
4190,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,MercedesBenz,Kolkata,34.233,Diesel,First,2143,203.0,5,14.21,22.5,Mercedes-Benz,8,0
4191,BMW X6 xDrive30d,BMW,Coimbatore,39.626,Diesel,First,2993,241.0,4,11.2,40.66,BMW,8,0
4192,Maruti Wagon R LXI BSIII,Maruti,Pune,82.5,Petrol,First,1061,64.0,5,14.0,1.75,Maruti,14,1
4193,Renault Duster RXZ AWD,Renault,Hyderabad,63.0,Diesel,Second,1461,108.45,5,19.72,8.2,Renault,7,1
4194,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,Delhi,77.001,Diesel,First,2179,120.0,8,12.05,4.49,Mahindra,11,1
4196,Maruti Zen Estilo LXI BS IV,Maruti,Hyderabad,61.111,Petrol,First,998,67.1,5,19.0,2.6,Maruti,11,1
4197,Hyundai i10 Asta,Hyundai,Kolkata,43.0,Petrol,First,1197,78.9,5,20.36,2.49,Hyundai,11,1
4198,Honda Brio VX AT,Honda,Hyderabad,47.0,Petrol,First,1198,86.8,5,16.5,5.4,Honda,9,0
4199,Maruti Wagon R AMT VXI,Maruti,Jaipur,34.0,Petrol,First,998,67.0,5,20.51,4.35,Maruti,5,0
4200,Audi Q3 30 TDI Premium FWD,Audi,Coimbatore,22.06,Diesel,First,1968,147.51,5,18.51,32.73,Audi,4,0
4202,Maruti Wagon R LXI,Maruti,Jaipur,80.0,Petrol,First,998,67.1,5,18.9,2.5,Maruti,11,1
4203,Audi A4 35 TDI Premium Plus,Audi,Kochi,13.506,Diesel,First,1968,187.74,5,18.25,21.66,Audi,7,0
4204,Renault KWID RXT Optional,Renault,Mumbai,16.0,Petrol,First,799,53.3,5,25.17,2.99,Renault,6,1
4205,Maruti Alto 800 2016-2019 VXI,Maruti,Kolkata,31.006,Petrol,First,796,47.3,5,24.7,2.61,Maruti,6,1
4206,Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Delhi,91.2,Diesel,First,2494,100.0,8,12.99,8.25,Toyota,9,1
4207,Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Pune,43.0,Petrol,First,1794,138.1,5,14.53,12.5,Toyota,7,0
4208,Ford Figo 2015-2019 1.5D Titanium Plus MT,Ford,Hyderabad,45.0,Diesel,First,1498,99.0,5,25.83,5.5,Ford,7,1
4209,Honda Brio S MT,Honda,Coimbatore,28.637,Petrol,First,1198,86.8,5,19.4,5.53,Honda,8,1
4210,Ford Ikon 1.6 ZXI NXt,Ford,Pune,69.87,Petrol,Second,1597,92.0,5,14.2,1.1,Ford,18,1
4211,Mahindra Scorpio 2009-2014 LX 2WD 7S,Mahindra,Mumbai,84.0,Diesel,First,2179,120.0,7,12.05,6.85,Mahindra,8,1
4212,Mercedes-Benz S-Class 320 L,MercedesBenz,Coimbatore,84.143,Petrol,First,2987,210.0,5,13.0,17.09,Mercedes-Benz,15,1
4213,Mahindra Scorpio SLE BSIV,Mahindra,Delhi,77.0,Diesel,Second,2179,120.0,8,12.05,4.93,Mahindra,10,1
4214,Land Rover Freelander 2 SE,Land,Ahmedabad,75.0,Diesel,Second,2179,147.51,5,12.39,17.5,Land,10,0
4215,Chevrolet Beat LS,Chevrolet,Delhi,76.155,Petrol,First,1199,79.4,5,18.6,1.95,Chevrolet,11,1
4216,Maruti Swift ZDi,Maruti,Bangalore,98.0,Diesel,First,1248,74.0,5,22.9,6.1,Maruti,8,1
4217,Toyota Corolla H2,Toyota,Mumbai,48.233,Petrol,Second,1794,125.0,5,13.4,1.8,Toyota,14,1
4218,Audi Q5 3.0 TDI Quattro,Audi,Bangalore,63.0,Diesel,First,2967,241.4,5,13.22,34.5,Audi,7,0
4219,Hyundai EON Era Plus,Hyundai,Coimbatore,34.063,Petrol,First,814,55.2,5,21.1,4.01,Hyundai,7,1
4220,Honda Amaze S Petrol,Honda,Kolkata,32.576,Petrol,First,1199,88.76,5,19.5,3.15,Honda,9,1
4221,Ford Figo Aspire 1.5 Ti-VCT Titanium,Ford,Mumbai,28.843,Petrol,First,1499,110.5,5,17.01,5.49,Ford,7,0
4222,Renault Duster 110PS Diesel RxL AMT,Renault,Bangalore,26.0,Diesel,Second,1461,108.45,5,19.6,10.0,Renault,6,0
4223,Honda City V AT,Honda,Kolkata,39.0,Petrol,First,1497,116.3,5,15.6,4.55,Honda,9,0
4224,Maruti Alto LXi,Maruti,Mumbai,66.0,Petrol,First,796,46.3,5,19.7,1.5,Maruti,12,1
4225,Hyundai i10 Magna 1.2,Hyundai,Kolkata,38.002,Petrol,First,1197,78.9,5,20.36,2.15,Hyundai,11,1
4226,Chevrolet Spark 1.0 LS,Chevrolet,Chennai,49.0,Petrol,Second,995,62.0,5,18.0,1.4,Chevrolet,12,1
4227,Skoda Rapid 1.5 TDI Ambition Plus,Skoda,Bangalore,52.0,Diesel,First,1498,103.6,5,21.14,6.2,Skoda,8,1
4228,Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Mumbai,56.5,Diesel,First,1968,174.33,5,17.68,19.8,Audi,9,0
4229,Honda Jazz 1.2 V i VTEC,Honda,Mumbai,20.568,Petrol,First,1199,88.7,5,18.7,5.6,Honda,7,1
4230,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Mumbai,26.0,Petrol,First,1591,121.3,5,15.29,9.5,Hyundai,7,1
4231,Chevrolet Beat LS,Chevrolet,Delhi,56.0,Petrol,First,1199,79.4,5,18.6,2.21,Chevrolet,10,1
4232,Datsun redi-GO T Option,Datsun,Coimbatore,27.509,Petrol,First,799,53.64,5,22.7,3.31,Datsun,5,1
4233,Hyundai Xcent 1.2 Kappa S Option,Hyundai,Kochi,36.216,Petrol,First,1197,81.86,5,19.1,5.44,Hyundai,6,1
4234,Mercedes-Benz E-Class 230 E AT,MercedesBenz,Kolkata,28.888,Petrol,First,2496,157.7,5,10.0,7.56,Mercedes-Benz,13,0
4235,Maruti Swift ZDi,Maruti,Jaipur,120.0,Diesel,Second,1248,74.0,5,22.9,3.2,Maruti,11,1
4236,Maruti Celerio ZXI,Maruti,Kochi,31.396,Petrol,First,998,67.04,5,23.1,5.53,Maruti,4,1
4237,Skoda Octavia Elegance 2.0 TDI AT,Skoda,Hyderabad,79.0,Diesel,First,1968,141.0,5,19.3,17.0,Skoda,7,0
4238,Honda City 1.5 V AT,Honda,Delhi,62.0,Petrol,First,1497,118.0,5,16.8,3.55,Honda,12,0
4239,Honda Accord V6 AT,Honda,Chennai,120.0,Petrol,Second,2997,218.0,5,9.0,2.65,Honda,16,0
4240,Skoda Superb Style 1.8 TSI AT,Skoda,Mumbai,53.0,Petrol,First,1798,177.46,5,14.67,17.85,Skoda,6,0
4241,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Coimbatore,124.313,Diesel,First,2494,100.6,8,12.99,7.96,Toyota,12,1
4242,Maruti Celerio VXI AT,Maruti,Pune,26.725,Petrol,First,998,67.04,5,23.1,4.25,Maruti,7,0
4243,Maruti Ertiga VDI,Maruti,Kolkata,45.617,Diesel,First,1248,88.76,7,20.77,5.85,Maruti,8,1
4244,Mercedes-Benz A Class A180 CDI,MercedesBenz,Mumbai,37.0,Diesel,First,2143,107.3,5,20.0,13.0,Mercedes-Benz,9,0
4245,Mahindra Xylo E2,Mahindra,Kochi,109.147,Diesel,First,2498,112.0,8,14.0,2.65,Mahindra,12,1
4246,Honda Amaze E i-Dtech,Honda,Ahmedabad,59.0,Diesel,First,1498,98.6,5,25.8,4.75,Honda,8,1
4247,Renault KWID RXT,Renault,Pune,28.0,Petrol,First,799,53.3,5,25.17,2.65,Renault,7,1
4248,Renault KWID RXT,Renault,Pune,4.7,Petrol,First,799,53.3,5,25.17,3.0,Renault,5,1
4249,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,72.469,Diesel,First,2967,241.4,7,12.07,32.52,Audi,8,0
4250,Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,Pune,57.539,Diesel,First,1582,126.32,5,22.32,7.75,Hyundai,8,0
4251,Toyota Innova Crysta 2.8 ZX AT,Toyota,Delhi,42.0,Diesel,First,2755,171.5,7,11.36,19.6,Toyota,6,0
4252,Hyundai i20 Sportz Option,Hyundai,Delhi,62.489,Petrol,First,1197,80.0,5,17.0,2.6,Hyundai,12,1
4253,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Mumbai,51.167,Petrol,First,1198,73.9,5,16.47,3.76,Volkswagen,9,1
4254,Volkswagen Vento Diesel Trendline,Volkswagen,Chennai,130.0,Diesel,First,1598,103.6,5,20.54,4.75,Volkswagen,10,1
4255,Honda City ZX GXi,Honda,Mumbai,63.0,Petrol,Second,1497,78.0,5,17.7,1.75,Honda,15,1
4256,Hyundai Verna Transform Xxi ABS,Hyundai,Bangalore,60.0,Petrol,First,1599,103.2,5,16.2,3.95,Hyundai,11,1
4257,Hyundai Accent GLE,Hyundai,Pune,123.2,Petrol,Second,1495,94.0,5,13.2,1.0,Hyundai,17,1
4258,Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Jaipur,115.692,Diesel,First,1968,138.1,5,20.0,4.5,Skoda,11,0
4259,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,MercedesBenz,Coimbatore,87.073,Petrol,First,2497,204.0,5,10.93,17.23,Mercedes-Benz,11,0
4260,Hyundai i20 Sportz 1.2,Hyundai,Kochi,40.901,Petrol,First,1197,81.83,5,18.6,5.76,Hyundai,7,1
4261,Hyundai i10 Magna 1.2,Hyundai,Coimbatore,36.264,Petrol,First,1197,78.9,5,20.36,4.32,Hyundai,9,1
4262,Hyundai i10 Magna 1.1L,Hyundai,Delhi,60.0,Petrol,Second,1086,68.05,5,19.81,1.9,Hyundai,13,1
4263,Volkswagen Ameo 1.2 MPI Anniversary Edition,Volkswagen,Pune,20.0,Petrol,First,1198,74.0,5,17.0,5.5,Volkswagen,4,1
4264,Toyota Camry 2.5 G,Toyota,Mumbai,68.4,Petrol,First,2494,178.4,5,12.98,13.5,Toyota,8,0
4265,Mahindra XUV500 W8 2WD,Mahindra,Bangalore,71.231,Diesel,Second,2179,140.0,7,16.0,9.75,Mahindra,9,1
4266,Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Hyderabad,75.0,Diesel,First,1968,138.1,5,17.2,9.44,Skoda,11,0
4267,Maruti Wagon R VXI AMT,Maruti,Mumbai,1.997,Petrol,First,998,67.0,5,22.5,4.45,Maruti,4,0
4268,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Pune,47.3,Diesel,First,1248,88.5,5,24.3,8.85,Maruti,6,1
4270,Volkswagen Vento Diesel Comfortline,Volkswagen,Kochi,47.91,Diesel,First,1598,103.6,5,20.54,4.89,Volkswagen,9,1
4271,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,62.0,Diesel,First,1498,88.8,5,20.14,6.25,Volkswagen,7,1
4272,Maruti Swift ZDi,Maruti,Chennai,65.06,Diesel,First,1248,74.0,5,22.9,4.8,Maruti,10,1
4273,Hyundai i10 Era 1.1,Hyundai,Jaipur,82.203,Petrol,First,1086,68.05,5,19.81,1.8,Hyundai,14,1
4274,Mahindra XUV500 W8 2WD,Mahindra,Kolkata,44.0,Diesel,First,2179,140.0,7,16.0,7.25,Mahindra,9,1
4275,Maruti Ertiga VDI,Maruti,Coimbatore,53.817,Diesel,First,1248,88.5,7,25.47,7.56,Maruti,8,1
4276,Mahindra XUV500 W8 2WD,Mahindra,Kochi,61.591,Diesel,First,2179,140.0,7,16.0,6.82,Mahindra,9,1
4277,Tata Manza Aura Quadrajet BS IV,Tata,Jaipur,86.5,Diesel,Second,1248,88.8,5,21.12,1.8,Tata,11,1
4278,Mercedes-Benz E-Class 280 CDI,MercedesBenz,Pune,100.0,Diesel,First,2987,198.5,5,11.0,11.5,Mercedes-Benz,13,0
4279,Maruti SX4 Zxi with Leather BSIII,Maruti,Chennai,87.0,Petrol,First,1586,104.68,5,15.6,2.8,Maruti,12,1
4280,Maruti Wagon R AMT VXI,Maruti,Hyderabad,35.0,Petrol,First,998,67.0,5,20.51,5.5,Maruti,6,0
4281,Datsun GO NXT,Datsun,Kolkata,6.0,Petrol,First,1198,67.06,5,20.63,2.7,Datsun,6,1
4282,Ford Figo Diesel ZXI,Ford,Jaipur,59.327,Diesel,First,1399,68.0,5,20.0,3.25,Ford,8,1
4283,Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Coimbatore,81.001,Diesel,First,1968,138.1,5,17.2,10.9,Skoda,8,0
4284,Hyundai i20 1.2 Magna,Hyundai,Kochi,44.612,Petrol,First,1197,80.0,5,18.5,4.07,Hyundai,8,1
4285,Toyota Innova Crysta 2.8 ZX AT,Toyota,Ahmedabad,42.388,Diesel,First,2755,171.5,7,11.36,18.0,Toyota,6,0
4286,Honda Brio V MT,Honda,Mumbai,54.0,Petrol,First,1198,86.8,5,19.4,2.95,Honda,10,1
4287,Skoda Superb Elegance 2.0 TDI CR AT,Skoda,Mumbai,83.01,Diesel,First,1968,138.1,5,17.2,7.5,Skoda,11,0
4288,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,MercedesBenz,Coimbatore,65.405,Diesel,First,2143,204.0,5,13.0,32.73,Mercedes-Benz,6,0
4289,Toyota Fortuner 4x2 AT TRD Sportivo,Toyota,Delhi,36.0,Diesel,Second,2982,168.7,7,12.55,21.5,Toyota,7,0
4290,Maruti SX4 ZXI MT BSIV,Maruti,Pune,85.0,Petrol,First,1586,103.2,5,16.51,2.5,Maruti,14,1
4291,Honda Jazz 1.5 V i DTEC,Honda,Ahmedabad,35.0,Diesel,First,1498,98.6,5,27.3,5.5,Honda,6,1
4292,Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Mumbai,54.0,Petrol,First,1794,138.1,5,14.53,7.5,Toyota,10,0
4293,Honda City ZX VTEC,Honda,Mumbai,70.0,Petrol,First,1497,100.0,5,16.9,1.55,Honda,15,1
4294,BMW X1 xDrive 20d M Sport,BMW,Kolkata,27.001,Diesel,First,1995,190.0,5,20.68,29.0,BMW,5,0
4295,Maruti Swift DDiS VDI,Maruti,Coimbatore,41.075,Diesel,First,1248,74.0,5,28.4,8.4,Maruti,3,1
4296,Mahindra KUV 100 mFALCON D75 K8,Mahindra,Hyderabad,26.0,Diesel,First,1198,77.0,6,25.32,6.5,Mahindra,6,1
4297,Honda Jazz Mode,Honda,Mumbai,55.0,Petrol,First,1198,90.0,5,16.0,2.35,Honda,12,1
4298,Maruti Swift ZXI,Maruti,Mumbai,19.0,Petrol,First,1197,81.8,5,20.4,5.55,Maruti,6,1
4299,Hyundai Grand i10 Asta Option AT,Hyundai,Mumbai,15.0,Petrol,First,1197,82.0,5,18.9,5.35,Hyundai,6,0
4300,Honda Amaze SX i-VTEC,Honda,Chennai,37.0,Petrol,First,1198,86.7,5,17.8,5.25,Honda,6,1
4301,Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Coimbatore,38.712,Petrol,First,1197,81.86,5,18.9,5.87,Hyundai,5,1
4302,Volkswagen Vento Diesel Comfortline,Volkswagen,Kochi,52.4,Diesel,First,1598,103.6,5,20.54,5.36,Volkswagen,8,1
4303,Maruti Ciaz 1.3 S,Maruti,Bangalore,23.988,Diesel,First,1248,88.5,5,28.09,7.75,Maruti,6,1
4304,Volkswagen Vento Petrol Highline AT,Volkswagen,Kochi,32.283,Petrol,Second,1598,103.6,5,14.4,5.41,Volkswagen,8,0
4305,Hyundai i20 1.2 Magna,Hyundai,Bangalore,52.0,Petrol,First,1197,80.0,5,18.5,3.65,Hyundai,12,1
4306,Honda Brio VX AT,Honda,Pune,32.0,Petrol,First,1198,86.8,5,16.5,5.25,Honda,6,0
4307,Honda City i VTEC VX,Honda,Kolkata,39.0,Petrol,First,1497,117.3,5,17.4,6.25,Honda,8,1
4308,Tata Nano XT,Tata,Coimbatore,14.149,Petrol,First,624,37.48,4,23.9,3.47,Tata,5,1
4310,Maruti Wagon R LXI BSIII,Maruti,Pune,82.0,Petrol,First,1061,64.0,5,14.0,0.85,Maruti,18,1
4311,Skoda Superb Elegance 1.8 TSI AT,Skoda,Mumbai,34.0,Petrol,First,1798,157.75,5,13.7,13.65,Skoda,7,0
4312,Audi Q7 35 TDI Quattro Technology,Audi,Coimbatore,45.18,Diesel,First,2967,241.4,7,12.07,50.22,Audi,6,0
4313,Maruti Swift ZXI Plus,Maruti,Ahmedabad,2.0,Petrol,First,1197,81.8,5,22.0,7.75,Maruti,4,1
4314,Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Coimbatore,82.321,Diesel,First,2494,102.0,7,12.8,10.05,Toyota,11,1
4315,BMW 3 Series 320i Sedan,BMW,Kolkata,7.0,Petrol,First,1995,154.0,5,12.05,9.75,BMW,11,0
4316,Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Delhi,27.0,Diesel,First,2143,136.0,5,17.9,23.0,Mercedes-Benz,7,0
4317,Toyota Innova Crysta 2.4 VX MT 8S,Toyota,Coimbatore,31.271,Diesel,First,2393,147.8,8,13.68,21.42,Toyota,3,1
4318,Maruti Esteem LX BSII,Maruti,Jaipur,55.0,Petrol,Third,1298,74.0,5,15.9,0.7,Maruti,19,1
4319,Maruti Swift VDI BSIV,Maruti,Delhi,24.0,Diesel,First,1248,74.0,5,25.2,5.21,Maruti,8,1
4320,Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Hyderabad,147.0,Diesel,First,2494,100.6,7,12.99,7.5,Toyota,13,1
4321,Toyota Etios Liva GD,Toyota,Delhi,72.351,Diesel,First,1364,74.0,5,23.59,2.65,Toyota,10,1
4322,Chevrolet Beat LT,Chevrolet,Chennai,115.0,Petrol,First,1199,79.4,5,18.6,1.75,Chevrolet,12,1
4323,Ford Ikon 1.4 TDCi DuraTorq,Ford,Jaipur,82.0,Diesel,Second,1399,68.0,5,13.8,1.0,Ford,12,1
4324,Mercedes-Benz New C-Class C 220 CDI Avantgarde,MercedesBenz,Delhi,20.0,Diesel,First,2143,170.0,5,19.27,33.0,Mercedes-Benz,6,0
4325,Toyota Etios G,Toyota,Kolkata,45.56,Petrol,First,1496,88.73,5,17.6,2.2,Toyota,11,1
4326,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,Kochi,57.539,Diesel,First,2494,102.0,7,12.8,12.83,Toyota,5,1
4328,Skoda Rapid 1.5 TDI Ambition,Skoda,Mumbai,54.5,Diesel,First,1498,108.4,5,21.13,4.1,Skoda,10,1
4329,Hyundai EON Magna,Hyundai,Jaipur,27.886,Petrol,First,814,55.0,5,22.0,2.85,Hyundai,6,1
4330,Honda CR-V 2.4L 4WD AT,Honda,Mumbai,66.0,Petrol,First,2354,158.8,5,11.1,3.7,Honda,15,0
4331,Skoda Laura Elegance 2.0 TDI CR AT,Skoda,Coimbatore,72.202,Diesel,First,1968,138.1,5,20.0,9.06,Skoda,9,0
4332,Skoda Laura RS,Skoda,Delhi,70.0,Petrol,Second,1798,157.8,5,13.4,4.75,Skoda,11,1
4333,Honda City i DTec S,Honda,Jaipur,78.233,Diesel,First,1498,98.6,5,26.0,6.6,Honda,7,1
4334,Tata New Safari 4X4 EX,Tata,Chennai,120.203,Diesel,Second,2179,138.0,7,13.93,3.5,Tata,15,1
4335,Maruti Zen Estilo LXI BS IV,Maruti,Pune,20.575,Petrol,First,998,67.1,5,19.0,2.0,Maruti,11,1
4336,Honda Amaze S i-VTEC,Honda,Mumbai,39.879,Petrol,First,1198,86.7,5,17.8,3.89,Honda,9,1
4337,Renault KWID 1.0 RXL,Renault,Jaipur,31.056,Petrol,First,999,67.0,5,23.01,3.6,Renault,5,1
4338,Maruti Ciaz AT ZXi,Maruti,Mumbai,50.94,Petrol,First,1373,91.1,5,19.12,6.95,Maruti,7,0
4339,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Coimbatore,99.362,Diesel,First,1396,88.73,5,22.54,7.03,Hyundai,6,1
4340,Toyota Innova Crysta 2.4 ZX MT,Toyota,Ahmedabad,54.0,Diesel,First,2393,147.8,7,13.68,16.5,Toyota,6,1
4341,Maruti Ciaz ZDi Plus SHVS,Maruti,Coimbatore,54.268,Diesel,First,1248,88.5,5,28.09,7.67,Maruti,6,1
4342,Jaguar XF Diesel,Jaguar,Coimbatore,94.521,Diesel,First,2993,270.9,5,14.74,23.19,Jaguar,10,0
